0,233951
1,233952
2,233953
3,233954
4,233955
5,233956
6,233957
7,233958
8,233959
9,233960
10,233961
11,233962
12,233963
13,233964
14,233965
15,233966
16,233967
17,233968
18,233969
19,233970
20,233971
21,233972
22,233973
23,233974
24,233975
25,233976
26,233977
27,233978
28,233979
29,233980
30,233981
31,233982
32,233983
33,233984
34,233985
35,233986
36,233987
37,233988
38,233989
39,233990
40,233991
41,233992
42,233993
43,233994
44,233995
45,233996
46,233997
47,233998
48,233999
49,234000
50,234001
51,234002
52,234003
53,234004
54,234005
55,234006
56,234007
57,234008
58,234009
59,234010
60,234011
61,234012
62,234013
63,234014
64,234015
65,234016
66,234017
67,234018
68,234019
69,234020
70,234021
71,234022
72,234023
73,234024
74,234025
75,234026
76,234027
77,234028
78,234029
79,234030
80,234031
81,234032
82,234033
83,234034
84,234035
85,234036
86,234037
87,234038
88,234039
89,234040
90,234041
91,234042
92,234043
93,234044
94,234045
95,234046
96,234047
97,234048
98,234049
99,234050
100,234051
101,234052
102,234053
103,234054
104,234055
105,234056
106,234057
107,234058
108,234059
109,234060
110,234061
111,234062
112,234063
113,234064
114,234065
115,234066
116,234067
117,234068
118,234069
119,234070
120,234071
121,234072
122,234073
123,234074
124,234075
125,234076
126,234077
127,234078
128,234079
129,234080
130,234081
131,234082
132,234083
133,234084
134,234085
135,234086
136,234087
137,234088
138,234089
139,234090
140,234091
141,234092
142,234093
143,234094
144,234095
145,234096
146,234097
147,234098
148,234099
149,234100
150,234101
151,234102
152,234103
153,234104
154,234105
155,234106
156,234107
157,234108
158,234109
159,234110
160,234111
161,234112
162,234113
163,234114
164,234115
165,234116
166,234117
167,234118
168,234119
169,234120
170,234121
171,234122
172,234123
173,234124
174,234125
175,234126
176,234127
177,234128
178,234129
179,234130
180,234131
181,234132
182,234133
183,234134
184,234135
185,234136
186,234137
187,234138
188,234139
189,234140
190,234141
191,234142
192,234143
193,234144
194,234145
195,234146
196,234147
197,234148
198,234149
199,234150
200,234151
201,234152
202,234153
203,234154
204,234155
205,234156
206,234157
207,234158
208,234159
209,234160
210,234161
211,234162
212,234163
213,234164
214,234165
215,234166
216,234167
217,234168
218,234169
219,234170
220,234171
221,234172
222,234173
223,234174
224,234175
225,234176
226,234177
227,234178
228,234179
229,234180
230,234181
231,234182
232,234183
233,234184
234,234185
235,234186
236,234187
237,234188
238,234189
239,234190
240,234191
241,234192
242,234193
243,234194
244,234195
245,234196
246,234197
247,234198
248,234199
249,234200
250,234201
251,234202
252,234203
253,234204
254,234205
255,234206
256,234207
257,234208
258,234209
259,234210
260,234211
261,234212
262,234213
263,234214
264,234215
265,234216
266,234217
267,234218
268,234219
269,234220
270,234221
271,234222
272,234223
273,234224
274,234225
275,234226
276,234227
277,234228
278,234229
279,234230
280,234231
281,234232
282,234233
283,234234
284,234235
285,234236
286,234237
287,234238
288,234239
289,234240
290,234241
291,234242
292,234243
293,234244
294,234245
295,234246
296,234247
297,234248
298,234249
299,234250
300,234251
301,234252
302,234253
303,234254
304,234255
305,234256
306,234257
307,234258
308,234259
309,234260
310,234261
311,234262
312,234263
313,234264
314,234265
315,234266
316,234267
317,234268
318,234269
319,234270
320,234271
321,234272
322,234273
323,234274
324,234275
325,234276
326,234277
327,234278
328,234279
329,234280
330,234281
331,234282
332,234283
333,234284
334,234285
335,234286
336,234287
337,234288
338,234289
339,234290
340,234291
341,234292
342,234293
343,234294
344,234295
345,234296
346,234297
347,234298
348,234299
349,234300
350,234301
351,234302
352,234303
353,234304
354,234305
355,234306
356,234307
357,234308
358,234309
359,234310
360,234311
361,234312
362,234313
363,234314
364,234315
365,234316
366,234317
367,234318
368,234319
369,234320
370,234321
371,234322
372,234323
373,234324
374,234325
375,234326
376,234327
377,234328
378,234329
379,234330
380,234331
381,234332
382,234333
383,234334
384,234335
385,234336
386,234337
387,234338
388,234339
389,234340
390,234341
391,234342
392,234343
393,234344
394,234345
395,234346
396,234347
397,234348
398,234349
399,234350
400,234351
401,234352
402,234353
403,234354
404,234355
405,234356
406,234357
407,234358
408,234359
409,234360
410,234361
411,234362
412,234363
413,234364
414,234365
415,234366
416,234367
417,234368
418,234369
419,234370
420,234371
421,234372
422,234373
423,234374
424,234375
425,234376
426,234377
427,234378
428,234379
429,234380
430,234381
431,234382
432,234383
433,234384
434,234385
435,234386
436,234387
437,234388
438,234389
439,234390
440,234391
441,234392
442,234393
443,234394
444,234395
445,234396
446,234397
447,234398
448,234399
449,234400
450,234401
451,234402
452,234403
453,234404
454,234405
455,234406
456,234407
457,234408
458,234409
459,234410
460,234411
461,234412
462,234413
463,234414
464,234415
465,234416
466,234417
467,234418
468,234419
469,234420
470,234421
471,234422
472,234423
473,234424
474,234425
475,234426
476,234427
477,234428
478,234429
479,234430
480,234431
481,234432
482,234433
483,234434
484,234435
485,234436
486,234437
487,234438
488,234439
489,234440
490,234441
491,234442
492,234443
493,234444
494,234445
495,234446
496,234447
497,234448
498,234449
499,234450
500,234451
501,234452
502,234453
503,234454
504,234455
505,234456
506,234457
507,234458
508,234459
509,234460
510,234461
511,234462
512,234463
513,234464
514,234465
515,234466
516,234467
517,234468
518,234469
519,234470
520,234471
521,234472
522,234473
523,234474
524,234475
525,234476
526,234477
527,234478
528,234479
529,234480
530,234481
531,234482
532,234483
533,234484
534,234485
535,234486
536,234487
537,234488
538,234489
539,234490
540,234491
541,234492
542,234493
543,234494
544,234495
545,234496
546,234497
547,234498
548,234499
549,234500
550,234501
551,234502
552,234503
553,234504
554,234505
555,234506
556,234507
557,234508
558,234509
559,234510
560,234511
561,234512
562,234513
563,234514
564,234515
565,234516
566,234517
567,234518
568,234519
569,234520
570,234521
571,234522
572,234523
573,234524
574,234525
575,234526
576,234527
577,234528
578,234529
579,234530
580,234531
581,234532
582,234533
583,234534
584,234535
585,234536
586,234537
587,234538
588,234539
589,234540
590,234541
591,234542
592,234543
593,234544
594,234545
595,234546
596,234547
597,234548
598,234549
599,234550
600,234551
601,234552
602,234553
603,234554
604,234555
605,234556
606,234557
607,234558
608,234559
609,234560
610,234561
611,234562
612,234563
613,234564
614,234565
615,234566
616,234567
617,234568
618,234569
619,234570
620,234571
621,234572
622,234573
623,234574
624,234575
625,234576
626,234577
627,234578
628,234579
629,234580
630,234581
631,234582
632,234583
633,234584
634,234585
635,234586
636,234587
637,234588
638,234589
639,234590
640,234591
641,234592
642,234593
643,234594
644,234595
645,234596
646,234597
647,234598
648,234599
649,234600
650,234601
651,234602
652,234603
653,234604
654,234605
655,234606
656,234607
657,234608
658,234609
659,234610
660,234611
661,234612
662,234613
663,234614
664,234615
665,234616
666,234617
667,234618
668,234619
669,234620
670,234621
671,234622
672,234623
673,234624
674,234625
675,234626
676,234627
677,234628
678,234629
679,234630
680,234631
681,234632
682,234633
683,234634
684,234635
685,234636
686,234637
687,234638
688,234639
689,234640
690,234641
691,234642
692,234643
693,234644
694,234645
695,234646
696,234647
697,234648
698,234649
699,234650
700,234651
701,234652
702,234653
703,234654
704,234655
705,234656
706,234657
707,234658
708,234659
709,234660
710,234661
711,234662
712,234663
713,234664
714,234665
715,234666
716,234667
717,234668
718,234669
719,234670
720,234671
721,234672
722,234673
723,234674
724,234675
725,234676
726,234677
727,234678
728,234679
729,234680
730,234681
731,234682
732,234683
733,234684
734,234685
735,234686
736,234687
737,234688
738,234689
739,234690
740,234691
741,234692
742,234693
743,234694
744,234695
745,234696
746,234697
747,234698
748,234699
749,234700
750,234701
751,234702
