73245	0	10
73245	1	8
73245	3	10
73245	4	9
73245	5	7
73245	6	8
73245	7	8
73245	8	7
73245	9	5
73245	12	10
73245	13	10
73245	15	5
73245	16	10
73245	17	5
73245	18	9
73245	19	4
73245	20	7
73245	21	8
73245	23	4
73245	24	10
73245	25	8
73245	26	6
73245	27	7
73245	28	10
73245	30	7
73245	31	8
73245	32	10
73245	33	5
73245	34	6
73245	35	6
73245	36	8
73245	37	1
73245	38	3
73245	40	9
73245	41	8
73245	42	7
73245	43	5
73245	45	10
73245	46	4
73245	47	8
73245	48	5
73245	49	8
73245	50	10
73245	51	9
73245	52	5
73245	53	10
73245	54	9
73245	56	6
73245	57	5
73245	58	6
73245	59	8
73245	60	4
73245	61	4
73245	62	5
73245	63	6
73245	64	7
73245	65	7
73245	66	5
73245	67	9
73245	68	8
73245	69	3
73245	70	8
73245	71	3
73245	73	7
73245	75	7
73245	76	7
73245	77	5
73245	78	5
73245	79	4
73245	80	6
73245	81	5
73245	82	5
73245	83	7
73245	85	9
73245	86	6
73245	87	5
73245	88	7
73245	89	7
73245	90	10
73245	91	9
73245	92	7
73245	93	7
73245	94	9
73245	95	7
73245	97	5
73245	98	9
73245	99	9
73245	100	7
73245	101	3
73245	102	6
73245	103	9
73245	104	6
73245	108	7
73245	109	10
73245	111	6
73245	113	6
73245	114	8
73245	115	10
73245	116	6
73245	117	6
73245	118	6
73245	119	6
73245	121	6
73245	122	5
73245	123	7
73245	124	4
73245	125	6
73245	126	7
73245	127	6
73245	128	6
73245	129	8
73245	131	6
73245	132	5
73245	133	6
73245	134	10
73245	135	6
73245	136	6
73245	137	8
73245	139	7
73245	140	10
73245	141	6
73245	142	8
73245	144	7
73245	145	5
73245	147	6
73245	150	9
73245	151	7
73245	152	9
73245	153	8
73245	155	8
73245	156	4
73245	157	4
73245	158	5
73245	159	7
73245	161	10
73245	163	5
73245	165	7
73245	166	10
73245	167	7
73245	168	7
73245	169	7
73245	170	6
73245	172	6
73245	173	8
73245	174	6
73245	175	8
73245	176	4
73245	177	6
73245	178	6
73245	179	10
73245	180	8
73245	181	8
73245	182	6
73245	184	4
73245	185	9
73245	186	8
73245	187	6
73245	188	10
73245	189	7
73245	191	10
73245	192	7
73245	193	6
73245	196	5
73245	197	8
73245	200	5
73245	201	6
73245	202	7
73245	204	10
73245	205	7
73245	206	9
73245	208	5
73245	210	10
73245	211	10
73245	212	4
73246	214	10
73246	216	6
73246	217	2
73246	218	7
73246	219	9
73246	220	4
73246	221	5
73246	223	6
73246	224	5
73246	225	8
73246	227	6
73246	168	8
73246	228	8
73246	229	7
73246	230	9
73246	232	8
73246	172	8
73246	233	8
73246	234	8
73246	235	9
73246	236	8
73246	238	3
73246	239	5
73246	240	8
73246	241	6
73246	242	5
73246	243	4
73246	244	6
73246	245	10
73246	246	4
73246	247	3
73246	249	8
73246	250	8
73246	251	6
73246	254	4
73246	255	6
73246	256	8
73246	259	7
73246	261	8
73246	262	7
73246	263	6
73246	264	7
73246	265	9
73246	266	7
73246	267	4
73246	269	7
73246	270	7
73246	271	6
73246	272	7
73246	273	7
73246	274	7
73246	275	7
73246	276	3
73246	277	9
73246	278	3
73246	279	5
73246	280	7
73246	281	8
73246	282	8
73246	284	3
73246	287	8
73246	288	7
73246	290	3
73246	291	7
73246	292	7
73246	293	4
73246	294	6
73246	296	8
73246	298	6
73246	299	6
73246	300	3
73246	301	7
73246	302	4
73246	303	5
73246	304	5
73246	305	4
73246	306	6
73246	308	2
73246	309	8
73246	310	7
73246	311	5
73246	312	4
73246	313	9
73246	315	8
73246	316	8
73246	317	5
73246	318	9
73246	319	3
73246	320	4
73246	321	8
73246	322	7
73246	323	4
73246	324	7
73246	325	1
73246	329	8
73246	331	6
73246	332	8
73246	333	8
73246	334	5
73246	335	3
73246	336	9
73246	337	7
73246	340	6
73246	182	7
73246	341	5
73246	342	8
73246	343	7
73246	344	6
73246	345	5
73246	347	6
73246	348	7
73246	349	6
73246	350	2
73246	352	5
73246	353	9
73246	355	3
73246	356	4
73246	357	4
73246	358	4
73246	359	8
73246	360	5
73246	363	5
73246	364	7
73246	365	8
73246	366	6
73246	367	2
73246	368	6
73246	370	9
73246	371	4
73246	372	3
73246	373	6
73246	374	6
73246	375	5
73246	376	7
73246	377	6
73246	379	5
73246	380	6
73246	381	8
73246	382	4
73246	384	8
73246	385	7
73246	387	8
73246	388	7
73246	389	7
73246	390	2
73246	391	7
73246	392	8
73246	393	9
73246	394	6
73246	395	4
73246	188	7
73246	396	8
73246	397	7
73246	398	3
73246	399	6
73246	401	6
73246	403	7
73246	404	6
73246	406	8
73246	407	5
73246	409	7
73246	189	6
73246	190	5
73246	411	9
73246	412	7
73246	413	6
73246	414	3
73246	415	7
73246	418	7
73246	419	4
73246	420	7
73246	421	9
73246	422	6
73246	423	7
73246	424	8
73246	425	5
73246	426	7
73246	427	9
73246	428	5
73246	429	4
73246	431	5
73246	432	8
73246	434	6
73246	193	6
73246	435	6
73246	438	9
73246	439	3
73246	440	5
73246	441	6
73246	442	7
73246	443	5
73246	444	4
73246	446	5
73246	447	6
73246	448	8
73246	449	9
73246	450	6
73246	452	2
73246	453	7
73246	454	5
73246	455	7
73246	457	4
73246	458	5
73246	459	7
73246	460	6
73246	462	6
73246	463	7
73247	464	10
73247	465	10
73247	466	10
73247	467	7
73247	468	10
73247	469	5
73247	470	10
73247	471	9
73247	472	10
73247	473	9
73247	474	10
73247	475	10
73247	476	9
73247	478	9
73247	479	1
73247	480	8
73247	482	8
73247	62	8
73247	75	6
73247	485	1
73247	486	2
73247	487	10
73247	488	7
73247	489	10
73247	490	10
73247	491	9
73247	492	9
73247	96	9
73247	493	3
73247	494	7
73247	97	9
73247	100	5
73247	103	10
73247	495	5
73247	123	6
73247	496	4
73247	137	9
73247	138	4
73247	498	5
73247	499	10
73247	500	2
73247	501	2
73247	150	10
73247	502	10
73247	504	8
73247	505	8
73247	507	7
73247	510	10
73247	511	8
73247	512	10
73247	513	10
73247	514	10
73247	233	10
73247	518	9
73247	250	8
73247	521	9
73247	522	8
73247	523	9
73247	267	7
73247	279	9
73247	316	9
73247	325	6
73247	328	9
73247	336	4
73247	526	1
73247	527	10
73247	184	6
73247	367	9
73247	529	7
73247	530	9
73247	531	8
73247	532	10
73247	463	5
73248	533	7
73248	534	4
73248	535	1
73248	537	8
73248	538	4
73248	539	8
73248	540	8
73248	541	6
73248	68	2
73248	79	1
73248	542	10
73248	493	3
73248	103	1
73248	495	1
73248	543	1
73248	544	1
73248	545	2
73248	546	3
73248	547	3
73248	548	1
73248	549	10
73248	550	1
73248	551	3
73248	552	1
73248	553	1
73248	554	3
73248	555	8
73248	556	8
73248	557	4
73248	176	1
73248	558	8
73248	559	2
73248	248	8
73248	521	2
73248	560	10
73248	265	1
73248	561	2
73248	562	10
73248	563	6
73248	565	1
73248	567	4
73248	182	6
73248	568	8
73248	384	8
73248	572	4
73248	574	5
73248	575	6
73248	576	3
73248	577	5
73248	463	4
73248	578	3
73248	579	8
73249	580	5
73249	106	4
73249	581	6
73249	582	9
73249	583	6
73249	584	4
73249	585	3
73249	586	5
73249	587	8
73249	588	6
73249	589	8
73249	590	4
73249	591	4
73249	293	4
73249	565	7
73249	334	3
73249	593	3
73249	594	3
73250	596	9
73250	597	10
73250	598	8
73250	599	10
73250	600	9
73250	601	9
73250	602	10
73250	603	9
73250	604	9
73250	605	8
73250	606	8
73250	607	7
73250	537	7
73250	609	9
73250	214	9
73250	610	8
73250	611	10
73250	612	5
73250	613	8
73250	614	9
73250	615	9
73250	616	10
73250	617	8
73250	618	9
73250	619	6
73250	73	6
73250	620	1
73250	621	5
73250	622	6
73250	623	9
73250	624	7
73250	625	5
73250	80	6
73250	627	4
73250	628	7
73250	83	5
73250	629	4
73250	487	8
73250	630	4
73250	631	5
73250	218	6
73250	632	5
73250	489	8
73250	86	6
73250	633	7
73250	634	7
73250	635	5
73250	636	10
73250	637	5
73250	638	6
73250	639	8
73250	640	8
73250	88	5
73250	642	5
73250	91	7
73250	643	7
73250	644	5
73250	92	6
73250	645	4
73250	646	5
73250	648	5
73250	93	5
73250	649	5
73250	650	6
73250	652	10
73250	654	8
73250	96	8
73250	493	9
73250	656	6
73250	657	6
73250	658	6
73250	659	8
73250	98	8
73250	660	3
73250	661	8
73250	662	6
73250	104	7
73250	663	8
73250	105	3
73250	664	5
73250	106	5
73250	665	8
73250	109	8
73250	666	7
73250	667	4
73250	668	5
73250	669	8
73250	112	4
73250	112	4
73250	670	5
73250	671	8
73250	113	5
73250	673	7
73250	115	4
73250	219	7
73250	116	6
73250	674	8
73250	119	6
73250	675	7
73250	676	5
73250	677	9
73250	495	7
73250	581	4
73250	122	6
73250	678	7
73250	124	5
73250	124	5
73250	681	3
73250	125	7
73250	683	7
73250	126	6
73250	684	7
73250	685	8
73250	686	6
73250	130	7
73250	131	6
73250	543	5
73250	543	5
73250	689	8
73250	690	5
73250	691	8
73250	692	6
73250	693	6
73250	133	6
73250	694	7
73250	544	3
73250	697	8
73250	698	7
73250	699	7
73250	136	6
73250	545	5
73250	700	7
73250	702	7
73250	702	7
73250	703	9
73250	706	8
73250	707	5
73250	708	5
73250	709	4
73250	710	7
73250	546	7
73250	711	9
73250	139	7
73250	497	7
73250	713	6
73250	714	8
73250	715	6
73250	716	6
73250	717	8
73250	718	5
73250	582	7
73250	499	9
73250	720	6
73250	583	6
73250	721	6
73250	722	10
73250	724	10
73250	725	6
73250	726	4
73250	728	7
73250	729	7
73250	730	7
73250	146	9
73250	146	9
73250	732	6
73250	733	7
73250	548	7
73250	735	4
73250	736	8
73250	737	7
73250	738	4
73250	147	7
73250	739	7
73250	148	7
73250	741	9
73250	742	7
73250	149	7
73250	222	6
73250	743	6
73250	744	9
73250	745	9
73250	746	7
73250	747	8
73250	748	9
73250	749	7
73250	502	8
73250	752	8
73250	503	10
73250	753	8
73250	754	8
73250	755	8
73250	756	6
73250	151	8
73250	758	7
73250	759	6
73250	760	7
73250	761	8
73250	762	6
73250	763	8
73250	152	8
73250	765	8
73250	766	7
73250	767	9
73250	768	7
73250	769	5
73250	770	8
73250	771	7
73250	772	7
73250	774	8
73250	775	7
73250	776	8
73250	777	6
73250	778	7
73250	779	7
73250	158	6
73250	780	7
73250	782	8
73250	783	8
73250	784	9
73250	506	5
73250	159	7
73250	507	6
73250	508	6
73250	160	8
73250	787	9
73250	585	5
73250	788	6
73250	510	8
73250	162	7
73250	163	5
73250	552	5
73250	791	8
73250	511	8
73250	794	8
73250	795	6
73250	796	8
73250	798	8
73250	799	6
73250	800	8
73250	801	8
73250	802	8
73250	803	9
73250	166	5
73250	804	5
73250	805	5
73250	806	6
73250	807	8
73250	809	7
73250	810	6
73250	811	7
73250	812	10
73250	813	6
73250	814	9
73250	815	8
73250	816	9
73250	817	8
73250	169	8
73250	228	7
73250	825	7
73250	826	7
73250	827	7
73250	586	8
73250	828	8
73250	512	8
73250	231	6
73250	831	8
73250	555	8
73250	832	8
73250	171	9
73250	833	8
73250	834	9
73250	835	8
73250	836	7
73250	514	9
73250	838	8
73250	839	8
73250	172	6
73250	840	7
73250	233	6
73250	842	9
73250	843	6
73250	175	7
73250	845	7
73250	847	6
73250	176	8
73250	848	10
73250	849	8
73250	237	8
73250	850	7
73250	241	8
73250	851	6
73250	853	8
73250	854	6
73250	855	5
73250	856	6
73250	858	4
73250	859	5
73250	860	9
73250	861	6
73250	588	9
73250	862	7
73250	863	7
73250	864	7
73250	865	7
73250	518	7
73250	868	4
73250	869	7
73250	870	8
73250	558	7
73250	245	6
73250	871	2
73250	559	6
73250	249	8
73250	873	8
73250	875	8
73250	876	7
73250	259	8
73250	877	5
73250	260	6
73250	878	6
73250	879	8
73250	880	9
73250	881	6
73250	882	8
73250	883	10
73250	266	7
73250	885	7
73250	888	8
73250	890	7
73250	891	6
73250	892	10
73250	591	6
73250	896	7
73250	897	9
73250	898	7
73250	899	6
73250	524	7
73250	280	6
73250	901	6
73250	902	9
73250	282	6
73250	903	8
73250	904	6
73250	284	5
73250	562	8
73250	288	10
73250	289	7
73250	906	6
73250	907	7
73250	908	6
73250	296	8
73250	298	6
73250	299	5
73250	909	8
73250	911	5
73250	912	6
73250	914	3
73250	307	10
73250	308	5
73250	311	8
73250	313	4
73250	916	8
73250	917	6
73250	918	4
73250	919	8
73250	565	8
73250	326	9
73250	922	6
73250	923	4
73250	566	9
73250	328	8
73250	567	4
73250	924	9
73250	925	8
73250	926	7
73250	334	5
73250	928	7
73250	929	6
73250	930	8
73250	336	9
73250	932	8
73250	933	8
73250	343	8
73250	934	7
73250	936	5
73250	352	5
73250	353	6
73250	940	6
73250	941	10
73250	527	9
73250	942	7
73250	943	2
73250	944	5
73250	945	7
73250	946	8
73250	186	7
73250	365	6
73250	947	7
73250	366	6
73250	948	5
73250	592	5
73250	949	7
73250	950	5
73250	952	4
73250	954	10
73250	955	8
73250	956	3
73250	957	9
73250	959	4
73250	961	10
73250	962	5
73250	963	6
73250	964	7
73250	965	7
73250	593	5
73250	410	8
73250	966	9
73250	414	10
73250	967	10
73250	968	9
73250	970	4
73250	971	9
73250	427	8
73250	972	10
73250	973	10
73250	974	10
73250	975	5
73250	976	9
73250	977	9
73250	978	9
73250	979	8
73250	980	10
73250	981	7
73251	982	10
73251	983	1
73251	623	10
73251	626	10
73251	640	1
73251	642	8
73251	651	8
73251	653	10
73251	654	10
73251	493	1
73251	985	2
73251	677	1
73251	132	5
73251	710	1
73251	712	1
73251	986	9
73251	987	2
73251	764	1
73251	156	8
73251	988	2
73251	819	4
73251	822	1
73251	228	5
73251	845	5
73251	516	2
73251	867	10
73251	558	2
73251	244	1
73251	875	9
73251	336	3
73251	182	3
73251	184	8
73251	365	9
73251	404	3
73251	991	1
73251	410	1
73251	992	4
73251	993	1
73251	994	1
73251	995	1
73251	996	2
73251	997	5
73251	998	9
73251	999	1
73251	1000	6
73251	1001	5
73251	1002	1
73251	1003	5
73251	1004	1
73251	1005	10
73251	1007	5
73251	1008	3
73251	1009	1
73251	1010	9
73251	1011	1
73251	1012	1
73252	1014	7
73252	1015	4
73252	168	6
73252	251	9
73252	259	1
73252	1016	7
73252	1017	3
73252	191	8
73252	422	7
73253	1020	10
73253	476	10
73253	1022	5
73253	1024	1
73253	216	4
73253	1026	10
73253	1027	1
73253	1029	8
73253	1030	9
73253	1015	1
73253	108	10
73253	675	2
73253	495	10
73253	581	1
73253	123	9
73253	132	9
73253	504	10
73253	1032	7
73253	784	1
73253	506	5
73253	988	5
73253	824	3
73253	235	4
73253	1035	7
73253	1036	2
73253	867	10
73253	559	1
73253	249	2
73253	259	1
73253	1037	6
73253	591	5
73253	901	10
73253	287	7
73253	288	8
73253	906	5
73253	307	5
73253	319	9
73253	566	4
73253	329	10
73253	1039	9
73253	338	1
73253	345	1
73253	184	1
73253	392	7
73253	423	4
73253	1041	7
73253	1042	2
73253	1043	7
73253	449	8
73253	205	4
73253	1044	6
73253	1046	4
73254	214	10
73254	1047	10
73254	1048	10
73254	1049	9
73254	1050	10
73254	1052	10
73254	1020	9
73254	1053	10
73254	1054	8
73254	1055	10
73254	1056	7
73254	1057	8
73254	1059	10
73254	1060	8
73254	1061	10
73254	1062	10
73254	1063	7
73254	1065	8
73254	1066	10
73254	1068	8
73254	1071	7
73254	1072	10
73254	47	9
73254	983	10
73254	49	10
73254	1076	10
73254	1078	10
73254	1079	7
73254	1080	8
73254	1082	10
73254	1083	9
73254	1084	10
73254	1085	10
73254	1087	9
73254	1089	9
73254	1090	9
73254	56	9
73254	1091	8
73254	1092	4
73254	1095	7
73254	1096	7
73254	1097	8
73254	1098	8
73254	1099	10
73254	62	10
73254	1101	9
73254	1102	9
73254	68	10
73254	1104	3
73254	1105	10
73254	623	10
73254	77	9
73254	1106	8
73254	984	10
73254	1107	6
73254	1108	2
73254	80	8
73254	81	9
73254	1111	8
73254	1112	10
73254	1113	7
73254	1027	10
73254	634	10
73254	1114	9
73254	653	10
73254	493	10
73254	98	9
73254	1115	10
73254	106	8
73254	1116	8
73254	114	9
73254	118	10
73254	128	8
73254	1118	1
73254	1119	10
73254	140	9
73254	1120	9
73254	1122	10
73254	1123	9
73254	1124	10
73254	1125	10
73254	987	10
73254	222	7
73254	1126	10
73254	750	8
73254	784	4
73254	792	9
73254	798	10
73254	228	9
73254	824	8
73254	834	10
73254	1129	9
73254	588	9
73254	178	7
73254	1131	9
73254	1132	10
73254	180	10
73254	1133	9
73254	1134	10
73254	1135	10
73254	1136	7
73254	1137	7
73254	362	9
73254	1139	10
73254	1140	9
73254	376	8
73254	1142	10
73254	1143	5
73254	1144	9
73254	990	10
73254	1146	8
73254	1148	10
73254	1150	9
73254	414	7
73254	1151	5
73254	1152	6
73254	1153	7
73254	1154	5
73254	1157	8
73254	1158	8
73254	1159	10
73254	1163	10
73254	1164	10
73254	444	10
73254	445	10
73254	1165	7
73254	1043	10
73254	1166	1
73254	1167	8
73254	199	10
73254	1169	6
73254	1170	7
73254	1172	9
73254	577	6
73254	1173	6
73254	1176	5
73254	1177	9
73254	1179	3
73254	1183	9
73254	1185	9
73254	1186	10
73254	210	9
73254	1188	9
73255	53	10
73255	1086	7
73255	80	5
73255	91	7
73255	1189	6
73255	659	3
73255	496	6
73255	132	3
73255	1190	4
73255	501	8
73255	755	9
73255	761	8
73255	154	5
73255	225	5
73255	168	2
73255	1192	4
73255	826	3
